Landmark 1,Landmark 2,Landmark 3,Landmark 4,Landmark 5,Landmark 6,Landmark 7,Landmark 8,Landmark 9,Landmark 10,Landmark 11,Landmark 12,Landmark 13,Landmark 14,Landmark 15,Landmark 16,Landmark 17,Landmark 18,Landmark 19,Landmark 20,Landmark 21,Time
438.20411562317514,592.4444596950332,691.3808817927071,735.9073848332248,764.7538235898124,731.1115959893532,791.6334454325196,806.0091019256372,830.576746409763,723.3963220243195,798.0161392233073,834.2787666948951,856.0020079506891,706.5829088501687,792.0373076552953,830.5067291264133,857.9018196016689,670.698454988551,709.9692563589073,743.4146282655054,765.1528720286626,0.17558693885803223
270.25141768342667,1049.9724046697934,1421.9733007171913,1490.430427006494,1544.6609534441122,1320.4632354856906,1541.6214963331424,1529.019414422438,1561.1418254478087,1144.330314942743,1279.6416792020154,1260.881321580297,1216.2897233217598,979.5855888760245,1160.437444932079,1134.7243831904095,1082.6231576091827,756.0983336911456,806.3844487835345,887.1436383770797,908.9020519303216,0.361051082611084
-2407.6643978998736,-2140.7563366724817,-1135.0246481941947,-368.79065534653387,122.56106164161626,-1784.7862140784605,-1200.3815858534604,-929.7993131064848,-754.6956806844875,-2597.5718708212235,-2282.0958260443194,-2048.583858412142,-1825.7093697347855,-3373.840403955147,-3212.7279356405757,-3062.1035515986937,-2890.267377634553,-3811.2444130372714,-3611.0682918555185,-3308.336501665919,-2970.029480840861,0.5270321369171143
1088.207368066967,1021.58313924931,192.49066873436553,-359.401310000234,-270.9221323338222,-808.7274664630659,-1051.127978667082,-722.9353123521619,-570.7235414176242,-1031.1130465304868,-1217.9188375253043,-1240.3385360954862,-1260.7023398404494,-14.45852796073379,14.486413151773768,-162.96660844758645,-562.7683024791666,1774.5799780787324,2848.8040489566292,3322.7756796262947,3431.693871436448,0.694951057434082
1499.5826507599506,1940.6286212444097,2576.45578997751,2726.813470132541,2873.411172263136,2587.952709859458,3217.2743944630192,3432.248032033244,3662.6100554610043,2323.415845369092,2673.502640164584,2964.8200954797862,3185.7406444826297,790.3439901109339,336.84054028661336,516.5831585575556,1012.8305701550615,-898.5916350818541,-1804.924324301981,-2345.7019381015257,-2747.38916648444,0.8619041442871094
-2327.054743797713,-2900.487733375086,-3319.141574930296,-3229.176107467641,-3682.7518789242945,-1710.285569197729,-2258.1970878023053,-2827.5537407144684,-3146.9024235173765,-777.4660811819668,-923.8899190807999,-1268.4211297269749,-1575.1263114039355,240.4139485132295,817.7179759211139,799.0157074818322,656.9624760785684,305.36771788706204,-182.03319374490047,-585.1168890747172,-696.8994460827549,1.0303699970245361
-142.31282677225212,-1207.103599205965,-2219.411339451079,-2874.482676274258,-3449.682412709208,-2655.231645445695,-3416.6339861631836,-3665.437057655618,-4055.750403583526,-2140.0885499731876,-2862.3051345071494,-3123.180226929274,-3228.117022960444,-1744.8807715527894,-2481.3884996584093,-2739.932761365945,-2919.785185506561,-1224.5785843576748,-1062.541323516434,-998.2288191584163,-1026.258927180702,1.1939592361450195
442.4955825601933,312.4345227807791,405.3838874793242,404.79704385051707,431.598710870543,955.4475747566581,1019.599785999877,907.4950353310633,858.8530743572502,726.1497108703836,793.1785702740563,599.7576308399389,426.420744125345,637.4008908184752,608.1002837457395,541.2158223822771,421.19852463382387,540.5114534373614,301.0733528886242,269.27215726708965,267.9310695345271,1.361388921737671
-44.53151483537099,84.59136470227585,-69.46806658632707,-147.8338581031209,155.97118573065472,-243.74907835511354,-348.4418978969921,-325.3465242386362,-292.96237689802194,-60.03453287544626,-114.14485024235128,-1.0546728892795312,-30.112480134591145,47.67692092313035,-2.206871579299565,-27.93584169653662,16.324495995767723,125.12531494788773,123.45913534345922,60.41093323704212,26.85333553606257,1.5245649814605713
766.3705272745304,614.5605530413877,824.2577018760824,906.3284887736413,759.4917433518407,768.7754406535761,906.084600496317,1087.0381495196295,1218.7029548271787,905.3631820913766,916.929694651826,1010.8218496968855,1121.1756967856174,1001.3062658873401,1079.4821224718637,1107.0570830956265,1044.3253629797075,1109.8652362636376,1164.1831197514396,1175.3260945571294,1157.4094842088643,1.693817138671875
