Landmark 1,Landmark 2,Landmark 3,Landmark 4,Landmark 5,Landmark 6,Landmark 7,Landmark 8,Landmark 9,Landmark 10,Landmark 11,Landmark 12,Landmark 13,Landmark 14,Landmark 15,Landmark 16,Landmark 17,Landmark 18,Landmark 19,Landmark 20,Landmark 21,Time
"(1030, 668, 5.841890811097983e-07)","(961, 623, -0.014974177815020084)","(920, 555, -0.025014907121658325)","(896, 503, -0.03535135090351105)","(872, 458, -0.04843506962060928)","(1008, 449, -0.022943174466490746)","(1005, 361, -0.04048926383256912)","(1002, 305, -0.05438429117202759)","(1002, 258, -0.06558070331811905)","(1069, 450, -0.03542107716202736)","(1099, 342, -0.050877880305051804)","(1119, 266, -0.069426529109478)","(1140, 202, -0.0829363763332367)","(1119, 481, -0.04997983202338219)","(1163, 386, -0.07574696838855743)","(1193, 314, -0.10369882732629776)","(1221, 251, -0.12328426539897919)","(1160, 535, -0.06426594406366348)","(1231, 508, -0.09450652450323105)","(1274, 482, -0.11273610591888428)","(1309, 455, -0.12428651750087738)",15.45354700088501
"(1046, 672, 3.801769139499811e-07)","(973, 634, -0.02121034823358059)","(919, 575, -0.036636240780353546)","(886, 527, -0.05096976086497307)","(854, 485, -0.0678347796201706)","(1009, 470, -0.03195017948746681)","(995, 385, -0.051774077117443085)","(987, 331, -0.06855281442403793)","(983, 286, -0.08193426579236984)","(1073, 467, -0.04101507365703583)","(1091, 364, -0.059116337448358536)","(1104, 295, -0.07890617847442627)","(1122, 239, -0.09420350939035416)","(1127, 495, -0.0521208718419075)","(1166, 405, -0.07937975972890854)","(1196, 340, -0.10568549484014511)","(1225, 286, -0.12479152530431747)","(1171, 544, -0.06337835639715195)","(1232, 517, -0.09415751695632935)","(1272, 499, -0.10991038382053375)","(1308, 481, -0.11991433054208755)",15.585811853408813
"(1029, 707, 3.8766688703617547e-07)","(960, 661, -0.012529798783361912)","(913, 592, -0.021280338987708092)","(879, 541, -0.03103724494576454)","(847, 497, -0.04327256977558136)","(1009, 484, -0.01621127501130104)","(996, 396, -0.030894683673977852)","(990, 342, -0.04382554069161415)","(987, 297, -0.05488980934023857)","(1069, 483, -0.029407383874058723)","(1089, 376, -0.04273470118641853)","(1103, 304, -0.060146693140268326)","(1119, 246, -0.07347317039966583)","(1118, 512, -0.04469052329659462)","(1160, 418, -0.06960605829954147)","(1192, 349, -0.09670587629079819)","(1222, 288, -0.11620134115219116)","(1157, 564, -0.059479616582393646)","(1228, 537, -0.0890662670135498)","(1275, 514, -0.10593153536319733)","(1316, 492, -0.11692380160093307)",15.719053030014038
"(1029, 682, 3.926395777398284e-07)","(956, 652, -0.024887973442673683)","(899, 595, -0.04182935506105423)","(860, 546, -0.05738197639584541)","(821, 503, -0.07555537670850754)","(1000, 490, -0.035949740558862686)","(983, 404, -0.05641476809978485)","(974, 350, -0.07374417781829834)","(970, 299, -0.08836154639720917)","(1062, 485, -0.044660381972789764)","(1074, 380, -0.063360795378685)","(1080, 309, -0.08347971737384796)","(1091, 245, -0.0998254343867302)","(1114, 510, -0.05566766485571861)","(1150, 417, -0.08415716141462326)","(1170, 348, -0.1108909621834755)","(1190, 282, -0.13071021437644958)","(1158, 560, -0.0673888698220253)","(1226, 526, -0.09974126517772675)","(1274, 498, -0.11794692277908325)","(1319, 467, -0.13035082817077637)",15.851932048797607
"(1014, 707, -6.195510593443032e-08)","(939, 648, -0.013626436702907085)","(892, 584, -0.023403163999319077)","(866, 532, -0.036591675132513046)","(845, 476, -0.048597730696201324)","(1015, 482, 0.011301000602543354)","(1021, 406, -0.008952924981713295)","(1000, 365, -0.033655717968940735)","(968, 344, -0.04967331513762474)","(1067, 489, 0.0025137148331850767)","(1093, 405, -0.011531967669725418)","(1080, 359, -0.03163508325815201)","(1050, 346, -0.04604276269674301)","(1112, 516, -0.011694268323481083)","(1149, 436, -0.027762534096837044)","(1137, 394, -0.04219086840748787)","(1098, 381, -0.05136435851454735)","(1151, 560, -0.028324028477072716)","(1208, 513, -0.04582234099507332)","(1197, 484, -0.05448780953884125)","(1157, 477, -0.05904737487435341)",15.983598947525024
"(1037, 704, -7.24488643299992e-07)","(954, 639, -0.0014843455282971263)","(902, 572, -0.002996747149154544)","(894, 500, -0.011951652355492115)","(941, 482, -0.014898791909217834)","(1020, 491, 0.04382883757352829)","(1025, 413, 0.019239971414208412)","(991, 458, 0.0011169872013852)","(986, 505, -0.006417951080948114)","(1069, 498, 0.03445388376712799)","(1075, 408, 0.00871272198855877)","(1034, 470, -0.0002485698205418885)","(1038, 517, 0.0032939761877059937)","(1118, 512, 0.01862487755715847)","(1130, 422, 0.0003993308637291193)","(1084, 478, 0.012813171371817589)","(1086, 524, 0.029645217582583427)","(1170, 545, 0.0007036607130430639)","(1179, 470, 0.0005717854364775121)","(1133, 503, 0.017962509766221046)","(1127, 542, 0.0346386656165123)",16.11268711090088
"(1046, 653, 2.895448290018976e-07)","(968, 633, -0.027531519532203674)","(905, 594, -0.048867177218198776)","(856, 560, -0.06956101208925247)","(820, 520, -0.09110234677791595)","(1005, 489, -0.03162398561835289)","(986, 414, -0.05808547884225845)","(962, 367, -0.08143479377031326)","(934, 336, -0.09747981280088425)","(1066, 492, -0.03797903284430504)","(1082, 420, -0.06144769489765167)","(1075, 380, -0.08125420659780502)","(1059, 363, -0.09405465424060822)","(1117, 518, -0.04822048172354698)","(1146, 452, -0.07547719031572342)","(1148, 419, -0.09000392258167267)","(1143, 401, -0.09821193665266037)","(1157, 564, -0.060640398412942886)","(1215, 539, -0.09063010662794113)","(1249, 518, -0.10301873087882996)","(1276, 502, -0.10872191190719604)",16.251946926116943
"(1022, 696, 5.262131708150264e-07)","(952, 668, -0.0295536108314991)","(886, 621, -0.05447454750537872)","(825, 583, -0.07714615017175674)","(773, 544, -0.10271399468183517)","(983, 520, -0.056596122682094574)","(969, 425, -0.08188989758491516)","(961, 365, -0.09942438453435898)","(958, 315, -0.11429207772016525)","(1049, 519, -0.066729336977005)","(1064, 406, -0.08983159065246582)","(1078, 331, -0.1110643744468689)","(1096, 268, -0.12862557172775269)","(1102, 551, -0.07848107814788818)","(1152, 449, -0.11311813443899155)","(1193, 380, -0.14228998124599457)","(1233, 318, -0.1641874760389328)","(1143, 608, -0.09027188271284103)","(1218, 585, -0.13095872104167938)","(1268, 560, -0.15203334391117096)","(1312, 534, -0.16640543937683105)",16.382936000823975
"(1040, 696, 4.5860716113566014e-07)","(961, 674, -0.029824813827872276)","(895, 632, -0.0524759404361248)","(835, 595, -0.07368876785039902)","(782, 554, -0.09822387993335724)","(1002, 531, -0.04961845651268959)","(991, 436, -0.07139573991298676)","(985, 377, -0.08818721771240234)","(985, 326, -0.10337010025978088)","(1070, 530, -0.05995909869670868)","(1089, 418, -0.0767485722899437)","(1104, 344, -0.0967084988951683)","(1124, 285, -0.11557948589324951)","(1123, 562, -0.07246873527765274)","(1176, 463, -0.10474660247564316)","(1216, 397, -0.13489477336406708)","(1254, 339, -0.15894490480422974)","(1161, 620, -0.08540192246437073)","(1238, 608, -0.12837962806224823)","(1293, 592, -0.15156129002571106)","(1339, 575, -0.1678656041622162)",16.518317937850952
"(1086, 702, 4.2306592717977765e-07)","(1000, 688, -0.04129744693636894)","(921, 652, -0.07109816372394562)","(854, 615, -0.09711277484893799)","(799, 571, -0.12554757297039032)","(1028, 544, -0.06351666152477264)","(1020, 455, -0.09209531545639038)","(1015, 395, -0.11515983939170837)","(1013, 341, -0.1338275969028473)","(1102, 548, -0.06890135258436203)","(1124, 442, -0.08844350278377533)","(1139, 371, -0.1087011843919754)","(1161, 313, -0.12848831713199615)","(1160, 584, -0.07720096409320831)","(1208, 501, -0.10842972248792648)","(1246, 440, -0.13077150285243988)","(1282, 386, -0.14949189126491547)","(1203, 643, -0.08754976093769073)","(1270, 622, -0.12584176659584045)","(1320, 605, -0.1401248276233673)","(1361, 588, -0.15011879801750183)",16.65075707435608
"(1129, 764, 4.867698635280249e-07)","(1039, 732, -0.04018447920680046)","(961, 684, -0.06805086135864258)","(894, 640, -0.0930984690785408)","(836, 593, -0.12028343230485916)","(1072, 582, -0.06248437985777855)","(1062, 478, -0.09212037175893784)","(1054, 415, -0.11265714466571808)","(1051, 362, -0.12856483459472656)","(1151, 596, -0.06945685297250748)","(1171, 475, -0.09196610748767853)","(1193, 400, -0.11061181873083115)","(1217, 341, -0.12701307237148285)","(1209, 642, -0.07956498861312866)","(1258, 556, -0.11732995510101318)","(1293, 516, -0.13868071138858795)","(1322, 487, -0.15330515801906586)","(1249, 707, -0.09111787378787994)","(1292, 697, -0.13490620255470276)","(1318, 705, -0.14861489832401276)","(1337, 713, -0.1560266762971878)",16.7829749584198
"(1105, 764, 4.537138238447369e-07)","(1024, 733, -0.03756406158208847)","(957, 672, -0.059190187603235245)","(910, 615, -0.07786303758621216)","(870, 557, -0.09784390032291412)","(1069, 575, -0.04958908632397652)","(1061, 475, -0.0750313326716423)","(1056, 414, -0.0948350802063942)","(1055, 360, -0.11050767451524734)","(1146, 586, -0.055550288408994675)","(1166, 475, -0.0737147107720375)","(1189, 400, -0.0922861322760582)","(1216, 344, -0.10912001132965088)","(1204, 629, -0.06496839225292206)","(1260, 552, -0.09591738134622574)","(1297, 509, -0.11560218036174774)","(1327, 477, -0.13038218021392822)","(1247, 694, -0.07636449486017227)","(1294, 680, -0.11386289447546005)","(1318, 681, -0.12560993432998657)","(1334, 684, -0.13254792988300323)",16.917625904083252
"(1026, 752, 3.4907884582935367e-07)","(945, 723, -0.03370312601327896)","(880, 668, -0.05565378814935684)","(834, 617, -0.07496502250432968)","(794, 571, -0.09652680158615112)","(974, 562, -0.046603430062532425)","(955, 469, -0.07048781216144562)","(944, 409, -0.09133528172969818)","(937, 359, -0.10816288739442825)","(1049, 557, -0.05127399042248726)","(1059, 449, -0.06817875802516937)","(1068, 379, -0.08514575660228729)","(1082, 327, -0.10106956958770752)","(1114, 584, -0.059267621487379074)","(1157, 489, -0.084208182990551)","(1190, 432, -0.10284135490655899)","(1221, 388, -0.11871669441461563)","(1168, 639, -0.06948442757129669)","(1232, 613, -0.09827064722776413)","(1274, 587, -0.11117000877857208)","(1309, 562, -0.12057017534971237)",17.05111598968506
"(1001, 688, 4.355937335276394e-07)","(930, 670, -0.030057327821850777)","(870, 636, -0.05642925202846527)","(820, 602, -0.08003667742013931)","(780, 559, -0.10678210854530334)","(946, 540, -0.06020955368876457)","(925, 459, -0.09023357182741165)","(913, 407, -0.11201122403144836)","(906, 363, -0.12903618812561035)","(1005, 538, -0.06811194121837616)","(1007, 441, -0.0942596048116684)","(1009, 379, -0.11692573875188828)","(1016, 326, -0.13482794165611267)","(1053, 565, -0.07765910774469376)","(1078, 482, -0.11088237166404724)","(1101, 429, -0.13743552565574646)","(1123, 382, -0.15716208517551422)","(1089, 613, -0.0876440480351448)","(1130, 593, -0.12833519279956818)","(1159, 580, -0.1484437882900238)","(1182, 568, -0.16078630089759827)",17.19481110572815
"(978, 781, 2.5293203975707e-07)","(908, 729, -0.008495020680129528)","(859, 655, -0.01438243966549635)","(821, 598, -0.02414604090154171)","(782, 550, -0.03565037250518799)","(946, 548, 0.004935143981128931)","(924, 460, -0.005554523319005966)","(911, 405, -0.016823021695017815)","(901, 361, -0.027450166642665863)","(1002, 543, -0.010268732905387878)","(1003, 436, -0.01716979220509529)","(1005, 372, -0.029305052012205124)","(1010, 318, -0.04058665782213211)","(1054, 565, -0.029394568875432014)","(1080, 464, -0.04873765632510185)","(1103, 400, -0.06805989891290665)","(1123, 344, -0.08361375331878662)","(1100, 611, -0.04916676506400108)","(1167, 574, -0.07427947223186493)","(1217, 543, -0.08914045989513397)","(1262, 512, -0.10015842318534851)",17.19779396057129
"(1029, 725, 3.777870745125256e-07)","(955, 680, -0.011295463889837265)","(901, 612, -0.016387494280934334)","(865, 556, -0.023574436083436012)","(828, 515, -0.03174060955643654)","(997, 516, -0.0005946604069322348)","(977, 435, -0.008175021968781948)","(964, 382, -0.01674988679587841)","(957, 337, -0.025516802445054054)","(1051, 508, -0.011042897589504719)","(1058, 410, -0.01590048521757126)","(1060, 349, -0.027022585272789)","(1066, 299, -0.03725644201040268)","(1102, 525, -0.02466779202222824)","(1135, 434, -0.04105212539434433)","(1154, 375, -0.06089569255709648)","(1174, 323, -0.07652974128723145)","(1144, 565, -0.03902497515082359)","(1217, 533, -0.061358772218227386)","(1265, 506, -0.07652382552623749)","(1308, 480, -0.08757433295249939)",17.33686900138855
"(1053, 712, 3.193099473719485e-07)","(976, 671, -0.0129072992131114)","(917, 604, -0.01733849197626114)","(877, 547, -0.024085037410259247)","(841, 502, -0.03214823082089424)","(1018, 505, 0.004066400229930878)","(999, 427, -0.0031085722148418427)","(988, 374, -0.013006314635276794)","(985, 332, -0.022701915353536606)","(1073, 499, -0.005378874018788338)","(1076, 403, -0.009336810559034348)","(1078, 340, -0.02126866765320301)","(1084, 290, -0.03189115598797798)","(1126, 517, -0.018624700605869293)","(1156, 426, -0.03518906608223915)","(1177, 368, -0.05547483637928963)","(1196, 319, -0.07079260051250458)","(1171, 557, -0.03276235982775688)","(1234, 525, -0.05697951838374138)","(1277, 503, -0.07220147550106049)","(1313, 485, -0.08242914825677872)",17.48662805557251
"(1056, 706, 3.094888256782724e-07)","(980, 665, -0.014839713461697102)","(922, 599, -0.021265912801027298)","(881, 545, -0.02907736599445343)","(844, 500, -0.03786475583910942)","(1018, 505, -0.0025445669889450073)","(1003, 424, -0.012006892822682858)","(993, 371, -0.022725986316800117)","(989, 330, -0.03250068798661232)","(1077, 501, -0.012234196998178959)","(1083, 402, -0.018440427258610725)","(1087, 338, -0.030814288184046745)","(1095, 289, -0.041526634246110916)","(1129, 522, -0.025461474433541298)","(1162, 434, -0.042530667036771774)","(1189, 374, -0.06089387089014053)","(1212, 324, -0.07492030411958694)","(1172, 564, -0.039541035890579224)","(1230, 534, -0.06119770184159279)","(1269, 512, -0.0721278041601181)","(1301, 492, -0.07963815331459045)",17.61870288848877
"(1051, 716, 3.11804512875824e-07)","(979, 675, -0.019955342635512352)","(928, 602, -0.029304170981049538)","(895, 542, -0.03875846043229103)","(860, 493, -0.04960302263498306)","(1027, 507, -0.014399918727576733)","(1016, 425, -0.02906065620481968)","(1008, 371, -0.04323633760213852)","(1004, 325, -0.055723369121551514)","(1086, 505, -0.023106610402464867)","(1098, 408, -0.03404095396399498)","(1104, 344, -0.049698565155267715)","(1112, 291, -0.06301244348287582)","(1136, 529, -0.03524138778448105)","(1172, 440, -0.05721456557512283)","(1197, 379, -0.07869400829076767)","(1219, 326, -0.0948633998632431)","(1177, 576, -0.04845483973622322)","(1241, 547, -0.07681507617235184)","(1284, 524, -0.09229359775781631)","(1321, 501, -0.10255561023950577)",17.749902963638306
"(1121, 691, -3.2845261443981144e-07)","(1044, 659, -0.020722268149256706)","(983, 592, -0.03371676430106163)","(952, 537, -0.04844602569937706)","(934, 492, -0.061771441251039505)","(1075, 513, -0.01377636194229126)","(1075, 436, -0.03504474088549614)","(1060, 391, -0.05102101340889931)","(1045, 356, -0.06279987841844559)","(1136, 526, -0.019839376211166382)","(1123, 470, -0.0554358996450901)","(1092, 513, -0.06747885793447495)","(1082, 554, -0.06790556758642197)","(1189, 555, -0.029030801728367805)","(1192, 505, -0.06169118732213974)","(1160, 538, -0.05555378645658493)","(1147, 569, -0.04354245960712433)","(1236, 596, -0.04038092494010925)","(1259, 562, -0.06219852343201637)","(1250, 572, -0.057061225175857544)","(1252, 585, -0.04828706383705139)",17.88299298286438
