Landmark 1,Landmark 2,Landmark 3,Landmark 4,Landmark 5,Landmark 6,Landmark 7,Landmark 8,Landmark 9,Landmark 10,Landmark 11,Landmark 12,Landmark 13,Landmark 14,Landmark 15,Landmark 16,Landmark 17,Landmark 18,Landmark 19,Landmark 20,Landmark 21,Time
"(1005, 581, -1.2410146155161783e-07)","(967, 636, 0.031189624220132828)","(956, 677, 0.043347179889678955)","(965, 714, 0.05303272232413292)","(987, 739, 0.0635090246796608)","(952, 733, 0.008411490358412266)","(950, 795, 0.02439163252711296)","(972, 800, 0.0455644316971302)","(983, 784, 0.0610504075884819)","(993, 735, 0.0005091057391837239)","(1012, 813, 0.013616850599646568)","(1031, 803, 0.03585841506719589)","(1033, 786, 0.052442047744989395)","(1034, 730, -0.0026327737141400576)","(1061, 786, 0.014148860238492489)","(1066, 769, 0.03605322912335396)","(1062, 748, 0.049355264753103256)","(1071, 717, -0.0029488953296095133)","(1088, 752, 0.012922418303787708)","(1087, 742, 0.02796212211251259)","(1080, 727, 0.03865868225693703)",45.74822115898132
"(1008, 576, -1.3148628852377442e-07)","(967, 635, 0.033592186868190765)","(956, 679, 0.0461716465651989)","(961, 718, 0.056019265204668045)","(974, 747, 0.06631959974765778)","(953, 731, 0.006834116298705339)","(945, 792, 0.021843653172254562)","(970, 802, 0.042308274656534195)","(986, 789, 0.057408656924963)","(993, 732, -0.0025246846489608288)","(1009, 811, 0.009761882945895195)","(1029, 801, 0.031714942306280136)","(1032, 781, 0.04790367931127548)","(1035, 725, -0.006705791223794222)","(1060, 786, 0.009261297062039375)","(1064, 769, 0.03119770810008049)","(1058, 745, 0.044462691992521286)","(1073, 710, -0.00767633318901062)","(1087, 751, 0.007741347420960665)","(1083, 742, 0.02309414930641651)","(1075, 726, 0.033973850309848785)",46.03663206100464
"(1005, 578, -7.601958884606574e-08)","(965, 640, 0.030329259112477303)","(952, 684, 0.04000236466526985)","(955, 725, 0.047330260276794434)","(963, 756, 0.05506092682480812)","(955, 734, 0.0014131692005321383)","(951, 794, 0.01606881618499756)","(973, 809, 0.03664856031537056)","(989, 802, 0.05179180949926376)","(995, 732, -0.007405274547636509)","(1013, 811, 0.005216863472014666)","(1030, 813, 0.0276377871632576)","(1035, 802, 0.043883416801691055)","(1038, 723, -0.0111380061134696)","(1066, 782, 0.006262859329581261)","(1066, 767, 0.02946682646870613)","(1061, 741, 0.043104324489831924)","(1074, 709, -0.01224494632333517)","(1090, 748, 0.004358514677733183)","(1085, 738, 0.020591365173459053)","(1078, 720, 0.0318710058927536)",46.3299400806427
"(1006, 575, -9.196496364438644e-08)","(975, 633, 0.030071739107370377)","(965, 678, 0.0406794436275959)","(972, 718, 0.04917002469301224)","(988, 747, 0.05799151211977005)","(956, 726, 0.002260791137814522)","(944, 788, 0.017305122688412666)","(966, 802, 0.038421615958213806)","(980, 794, 0.05409795045852661)","(990, 726, -0.005989587865769863)","(999, 809, 0.0056893229484558105)","(1020, 810, 0.027626531198620796)","(1027, 798, 0.04407419264316559)","(1028, 722, -0.009233450517058372)","(1046, 791, 0.005627685692161322)","(1051, 781, 0.026877526193857193)","(1048, 760, 0.04001211002469063)","(1065, 713, -0.009486845694482327)","(1075, 763, 0.0039628613740205765)","(1074, 758, 0.01814747229218483)","(1068, 743, 0.0285000279545784)",46.58546710014343
"(1012, 563, -5.190769414298302e-08)","(968, 624, 0.031886085867881775)","(950, 674, 0.04435238987207413)","(942, 716, 0.054353345185518265)","(928, 749, 0.0651220977306366)","(964, 730, 0.009984567761421204)","(963, 784, 0.030811112374067307)","(980, 791, 0.055728014558553696)","(989, 780, 0.07359258085489273)","(1006, 729, 0.0024980257730931044)","(1021, 798, 0.020161263644695282)","(1036, 805, 0.04551709070801735)","(1044, 801, 0.06414119154214859)","(1048, 720, -8.906548828235827e-06)","(1069, 774, 0.020780043676495552)","(1071, 765, 0.0461067371070385)","(1071, 747, 0.06171611696481705)","(1088, 705, 0.00016067962860688567)","(1100, 743, 0.01868186704814434)","(1097, 742, 0.036005012691020966)","(1092, 733, 0.04855449125170708)",46.87235498428345
"(1020, 554, -6.884305037146987e-08)","(980, 615, 0.030190235003829002)","(969, 663, 0.04229669272899628)","(971, 700, 0.05272960662841797)","(982, 731, 0.06396102905273438)","(972, 719, 0.003711610333994031)","(965, 771, 0.020183652639389038)","(981, 787, 0.042586635798215866)","(993, 782, 0.05986536294221878)","(1016, 717, -0.0021599018946290016)","(1031, 788, 0.012381021864712238)","(1044, 793, 0.03775184601545334)","(1050, 784, 0.05726497247815132)","(1059, 708, -0.003054032800719142)","(1079, 764, 0.014525901526212692)","(1080, 756, 0.03945864364504814)","(1080, 738, 0.05593563988804817)","(1098, 695, -0.0010527315316721797)","(1111, 732, 0.015209080651402473)","(1108, 731, 0.03195107355713844)","(1103, 721, 0.04487740993499756)",47.157918214797974
"(1021, 552, -3.945383753034548e-08)","(978, 616, 0.02718762867152691)","(965, 663, 0.03635837882757187)","(966, 701, 0.04474801942706108)","(972, 735, 0.05389082059264183)","(974, 712, -0.005802184343338013)","(965, 768, 0.010573577135801315)","(983, 784, 0.034541692584753036)","(996, 780, 0.05273263156414032)","(1016, 709, -0.011032880283892155)","(1028, 785, 0.002889409428462386)","(1043, 794, 0.029597792774438858)","(1050, 787, 0.04997091367840767)","(1058, 701, -0.01094072312116623)","(1076, 761, 0.0066637564450502396)","(1077, 758, 0.03253292664885521)","(1077, 743, 0.04933006688952446)","(1095, 690, -0.008135173469781876)","(1105, 732, 0.007956585846841335)","(1102, 735, 0.025108739733695984)","(1097, 730, 0.03819187730550766)",47.484904050827026
"(1017, 553, -3.299578210658183e-08)","(979, 616, 0.02787814848124981)","(968, 664, 0.03764393553137779)","(970, 702, 0.04613402113318443)","(979, 735, 0.055290646851062775)","(974, 715, -0.0025568294804543257)","(965, 769, 0.013494634069502354)","(980, 783, 0.03660060465335846)","(991, 778, 0.05400869995355606)","(1014, 711, -0.00876642670482397)","(1025, 784, 0.004064020700752735)","(1041, 795, 0.028789754956960678)","(1050, 792, 0.047807272523641586)","(1057, 701, -0.009806469082832336)","(1076, 760, 0.006852246820926666)","(1079, 759, 0.031846530735492706)","(1078, 744, 0.04821872338652611)","(1093, 687, -0.008166036568582058)","(1105, 731, 0.006918700877577066)","(1103, 735, 0.023537520319223404)","(1097, 728, 0.03644837439060211)",47.73741888999939
"(1018, 553, -3.275948046166377e-08)","(981, 615, 0.026190971955657005)","(970, 664, 0.03602268919348717)","(974, 702, 0.04494133219122887)","(987, 734, 0.0546775721013546)","(974, 714, -0.00283181038685143)","(964, 769, 0.013127670623362064)","(981, 783, 0.03608220815658569)","(993, 777, 0.05356502905488014)","(1015, 713, -0.007557528559118509)","(1025, 785, 0.005225134547799826)","(1042, 793, 0.02992289699614048)","(1051, 786, 0.04915926977992058)","(1057, 703, -0.007298584561794996)","(1075, 762, 0.008548303507268429)","(1080, 760, 0.032645806670188904)","(1081, 744, 0.0488399975001812)","(1094, 689, -0.00436044717207551)","(1105, 731, 0.010518894530832767)","(1105, 734, 0.02665567584335804)","(1100, 728, 0.03932543098926544)",47.97336411476135
"(1017, 554, -2.8613669655896956e-08)","(976, 613, 0.026945294812321663)","(963, 660, 0.0367015078663826)","(967, 699, 0.045059725642204285)","(977, 732, 0.054163627326488495)","(973, 712, 9.802226850297302e-05)","(963, 771, 0.015625877305865288)","(980, 785, 0.037498604506254196)","(992, 779, 0.05409049242734909)","(1013, 710, -0.005850598216056824)","(1024, 786, 0.007069037761539221)","(1041, 795, 0.03050997294485569)","(1050, 790, 0.04846440255641937)","(1055, 702, -0.007003321312367916)","(1075, 761, 0.009788330644369125)","(1078, 756, 0.03364790976047516)","(1077, 740, 0.0490926168859005)","(1092, 688, -0.005665082484483719)","(1104, 731, 0.010137711651623249)","(1101, 732, 0.026612721383571625)","(1096, 724, 0.039162106812000275)",48.20372128486633
"(1027, 544, -6.71803022100903e-08)","(992, 605, 0.02828996069729328)","(984, 654, 0.03973809629678726)","(991, 692, 0.0497727245092392)","(1007, 723, 0.060673974454402924)","(984, 708, 0.0025847856886684895)","(983, 762, 0.02047441154718399)","(1003, 774, 0.04355313256382942)","(1014, 768, 0.06050031632184982)","(1026, 705, -0.0028476230800151825)","(1042, 776, 0.012349138036370277)","(1059, 779, 0.03671847656369209)","(1067, 773, 0.05486408621072769)","(1068, 696, -0.0032823053188622)","(1091, 752, 0.014972790144383907)","(1095, 744, 0.038589801639318466)","(1094, 726, 0.05342233180999756)","(1107, 683, -0.0010474734008312225)","(1121, 721, 0.015539605170488358)","(1120, 718, 0.0315081924200058)","(1114, 707, 0.043327853083610535)",48.474799156188965
