Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6,Joint 7,Joint 8,Joint 9,Joint 10,Joint 11,Joint 12,Joint 13,Joint 14,Time
40.891462021416025,16.55208065544926,16.64309498881553,14.989687652837882,15.654912199567868,7.072170164868622,13.612426907125078,20.652093346390586,1.646179302656818,2.1189095823855157,11.558278523830953,8.498748703109806,2.820842763515337,7.590570518958345,0.3855428695678711
29.56695754505417,7.575883927978038,19.558949539869023,2.6934527743850247,7.641653614957677,13.695444815292133,19.157294785114075,9.590844453500722,17.39971089353981,10.480055495245205,30.243748291443485,18.92070431864965,10.470604043955976,7.6974545149649085,0.5869288444519043
20.190375319345765,9.40098396218818,6.656396007310919,5.063675796213931,1.9024414114479047,1.0526462084255246,5.495433966196205,3.1614259930309885,7.40383738912744,4.6866783972968316,3.9103517650502218,2.8021373756214016,7.227240067199848,5.101696566937239,0.7868249416351318
35.162798967447245,14.390609660868773,12.024339570847797,14.951772616669473,3.6158065997062363,14.707475272880693,7.074281566693037,20.753065075228168,4.411641824621664,8.978384769985416,5.653216690680628,1.3735950004365862,4.736217555062308,1.306723818641829,0.9878866672515869
7.37576240685964,1.9507614176909693,2.218734524251915,5.078512225414773,16.380683195127276,4.662052955838166,0.16690223214742703,9.529698665420952,0.6389574528843777,37.45276139733085,24.72745704574995,11.588089337804345,1.4075572111562675,16.655161466082568,1.1866559982299805
26.99679864781282,5.392075717635896,4.430972029854806,14.963701189160588,22.140038393470224,25.963038913831298,4.757401468325772,21.51495187904611,26.900441992796388,6.699444855859053,69.62932404280258,58.23242445643899,37.34755557901116,20.473382654104732,1.3870608806610107
36.16867703600926,2.867806459675389,9.789717888519327,5.5560282796097376,6.794653354009728,13.899886409326557,23.340156911560854,9.30842101099241,5.149682233495649,8.932150163586801,9.486605904008965,6.4582229957217105,17.039015335969488,20.042939889675875,1.5891788005828857
5.8201432196934375,3.9534407425436404,4.319829188114823,1.5154873624860496,5.853479471224026,0.0925907977591018,13.358779230256584,10.190304532771526,6.316707281835138,14.558207815858664,8.572377778678138,1.426846031959523,8.21345008932787,10.755307345219551,1.7862167358398438
1.7072951368076945,0.8659395171018774,11.862231435504246,0.6623209763606241,0.13466846579031913,4.517876126446206,1.0679700862835546,5.836996375420456,0.7480404635014659,3.9007428322199282,4.49538383560567,3.683010584071955,5.551951038130968,5.095956318999196,1.9900827407836914
19.303508784379428,13.189068961516384,4.729270300636675,17.90784758139274,0.9763696041271218,8.873510742021345,7.152936198807551,2.695928433426411,13.012618312076876,25.58924598907591,3.4811581439695396,8.41651047064241,19.388719195471115,6.600363641226315,2.1874465942382812
54.460404677116195,7.128385501000975,6.28856266416009,8.333278082218534,7.8119802960016225,15.10728019559241,7.126058623858857,30.631682220758044,1.868147497387535,47.38104432804308,69.30918090075201,39.19845875474118,1.7290341471343806,56.81149036219046,2.388981819152832
4.335499918630819,11.174206591429893,10.375670617956184,8.686618029814285,8.738788197955175,8.890160541963407,8.670347061708295,21.782030294234527,7.0424101228,4.549682110456295,22.61890052024299,6.811350998004681,2.22921260608176,7.055497220354069,2.5880656242370605
1.1498035616719846,0.3831886981858287,2.648132031712749,5.186330207143114,11.535388394762643,2.3302623924780255,0.49055981235494456,4.326079475508785,6.41736096591229,7.210073662216318,9.960828901823636,7.282704539947386,2.0605219467303444,1.753475416210429,2.789332866668701
4.010692340900036,7.783270223752216,1.2053462128125108,3.3892356677715205,6.756713277473542,5.162342074062059,2.768292126050616,5.769339752469735,7.79538043468022,4.084046282915844,1.7322272455902057,4.084723460775695,1.0846432488816338,4.785577033687522,2.9856886863708496
84.771398681627,43.55576506529807,7.532634900995416,49.58084680592167,21.145144851261392,27.974919523407934,10.823822794141778,1.394714261889936,15.999675863271296,9.389655221294367,43.416573874142415,50.6183156795105,50.43839660655052,40.06932130601252,3.1897966861724854
12.27003352153909,42.41973969367189,30.262246060023102,44.885329080305645,31.345838805264858,24.616666614669995,6.036051432824024,44.395734954986686,49.58313499617963,34.43294356195063,94.84391716133283,46.30267704403469,18.236111803914135,45.12182125403169,3.388187885284424
35.49739629163311,9.359991014695742,15.701388489712553,2.6498509702602413,8.763519637416778,42.74852042982343,22.765837436674367,32.94871705465333,12.444761360439164,16.69988127429173,33.52275896306259,13.862002890373631,22.434020332031455,21.111926814323674,3.589545965194702
2.153846154332848,10.89341331627974,2.508657227510412,4.083601881391697,0.11665985141377587,11.022988548924774,1.3397501698609824,2.617226379983333,11.897705011629476,12.259032262600241,15.850357107646499,9.367583250931425,3.5559612015944277,0.7568234160645325,3.7870867252349854
